C,time,w,Z,J,J_up,J_down
-49.2440142130672,2020-06-20T07:17:05.812Z,0.358063548494612,updraft,29,"(831,950]","(950,1.07e+03]"
-110.180087789093,2020-06-20T07:17:06.012Z,-0.481936451505388,downdraft,29,"(831,950]","(950,1.07e+03]"
-128.603989036024,2020-06-20T07:17:06.212Z,-1.04193645150539,downdraft,29,"(831,950]","(950,1.07e+03]"
-228.008015214407,2020-06-20T07:17:06.412Z,-0.501936451505388,downdraft,29,"(831,950]","(950,1.07e+03]"
-229.147021143883,2020-06-20T07:17:06.613Z,-0.131936451505388,downdraft,29,"(831,950]","(950,1.07e+03]"
-231.688013345223,2020-06-20T07:17:06.812Z,-0.311936451505388,downdraft,29,"(831,950]","(950,1.07e+03]"
-221.404021222563,2020-06-20T07:17:07.012Z,0.418063548494612,updraft,29,"(831,950]","(950,1.07e+03]"
-215.828060275564,2020-06-20T07:17:07.212Z,0.648063548494612,updraft,29,"(831,950]","(950,1.07e+03]"
-169.900041535844,2020-06-20T07:17:07.412Z,0.518063548494612,updraft,29,"(831,950]","(950,1.07e+03]"
-240.7560309691,2020-06-20T07:17:07.612Z,1.00806354849461,updraft,29,"(831,950]","(950,1.07e+03]"
-249.579019970866,2020-06-20T07:17:07.813Z,0.668063548494612,updraft,29,"(831,950]","(950,1.07e+03]"
-255.15395565739,2020-06-20T07:17:08.015Z,0.368063548494612,updraft,29,"(831,950]","(950,1.07e+03]"
-110.96006227828,2020-06-20T07:17:08.212Z,0.278063548494612,updraft,29,"(831,950]","(950,1.07e+03]"
-73.4519777349706,2020-06-20T07:17:08.412Z,0.578063548494612,updraft,29,"(831,950]","(950,1.07e+03]"
-89.4422520638691,2020-06-20T07:17:08.614Z,0.758063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-172.04502296063,2020-06-20T07:17:08.813Z,0.468063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-106.391023582908,2020-06-20T07:17:09.013Z,0.458063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-131.640041535844,2020-06-20T07:17:09.214Z,0.658063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-198.678927643179,2020-06-20T07:17:09.415Z,0.588063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-277.181021015138,2020-06-20T07:17:09.613Z,-0.101936451505388,downdraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-257.813018411611,2020-06-20T07:17:09.813Z,0.218063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-307.012005153134,2020-06-20T07:17:10.016Z,0.598063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-183.669030878522,2020-06-20T07:17:10.213Z,0.238063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-259.330001719904,2020-06-20T07:17:10.414Z,0.338063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-262.47802195212,2020-06-20T07:17:10.613Z,0.00806354849461171,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-263.608025695288,2020-06-20T07:17:10.812Z,0.178063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-274.972022080869,2020-06-20T07:17:11.013Z,0.358063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-294.005025442573,2020-06-20T07:17:11.213Z,0.868063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-318.969021341771,2020-06-20T07:17:11.413Z,0.818063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-327.840017131306,2020-06-20T07:17:11.614Z,0.458063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-336.692026162589,2020-06-20T07:17:11.812Z,0.528063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-302.499933770543,2020-06-20T07:17:12.012Z,0.488063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-307.643989751279,2020-06-20T07:17:12.212Z,0.408063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-306.583972585124,2020-06-20T07:17:12.413Z,-0.361936451505388,downdraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-109.723020771951,2020-06-20T07:17:12.613Z,-0.0819364515053883,downdraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-90.9090277671421,2020-06-20T07:17:12.813Z,0.918063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-89.7641766716224,2020-06-20T07:17:13.015Z,0.138063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-101.692107196383,2020-06-20T07:17:13.212Z,-0.531936451505388,downdraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-66.0640145468351,2020-06-20T07:17:13.413Z,-0.271936451505388,downdraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-104.359021687476,2020-06-20T07:17:13.613Z,-0.511936451505388,downdraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-74.2540180039159,2020-06-20T07:17:13.813Z,-0.0819364515053883,downdraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-162.95701600119,2020-06-20T07:17:14.013Z,0.138063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-216.528038817869,2020-06-20T07:17:14.212Z,0.468063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-111.887984458381,2020-06-20T07:17:14.412Z,-0.0419364515053883,downdraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-148.584018886062,2020-06-20T07:17:14.612Z,0.268063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-144.001020729036,2020-06-20T07:17:14.813Z,0.388063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-148.169023725959,2020-06-20T07:17:15.013Z,0.578063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-216.04802093646,2020-06-20T07:17:15.213Z,0.298063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-201.476045398227,2020-06-20T07:17:15.412Z,0.578063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-172.932020822018,2020-06-20T07:17:15.616Z,0.518063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-229.896019906493,2020-06-20T07:17:15.813Z,0.358063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-265.028019982783,2020-06-20T07:17:16.013Z,0.308063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-265.860015786613,2020-06-20T07:17:16.212Z,0.588063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-251.894021937818,2020-06-20T07:17:16.413Z,-0.121936451505388,downdraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-246.936018619033,2020-06-20T07:17:16.612Z,0.458063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-235.828034707498,2020-06-20T07:17:16.812Z,0.298063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-269.324022176237,2020-06-20T07:17:17.012Z,-0.0919364515053883,downdraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-210.576295737976,2020-06-20T07:17:17.212Z,0.0780635484946117,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-175.964392440643,2020-06-20T07:17:17.412Z,-0.261936451505388,downdraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-78.2170262221916,2020-06-20T07:17:17.613Z,0.608063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-35.4360820382863,2020-06-20T07:17:17.812Z,-0.351936451505388,downdraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-99.9390509057048,2020-06-20T07:17:18.015Z,-0.811936451505388,downdraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-91.0039532732026,2020-06-20T07:17:18.212Z,-0.551936451505388,downdraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-36.7958365433533,2020-06-20T07:17:18.412Z,0.238063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-167.199020400018,2020-06-20T07:17:18.613Z,0.288063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-153.051988111038,2020-06-20T07:17:18.812Z,0.348063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-167.767985173638,2020-06-20T07:17:19.012Z,0.328063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-129.535930241946,2020-06-20T07:17:19.212Z,1.34806354849461,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-208.559026825404,2020-06-20T07:17:19.413Z,0.648063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-282.922021322698,2020-06-20T07:17:19.613Z,0.528063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-229.95582902885,2020-06-20T07:17:19.812Z,0.168063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
23.7739774899765,2020-06-20T07:17:20.014Z,0.608063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
27.0039777283964,2020-06-20T07:17:20.214Z,1.14806354849461,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
35.7159992814559,2020-06-20T07:17:20.415Z,0.828063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-13.3960213370028,2020-06-20T07:17:20.613Z,0.488063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-32.8520465235051,2020-06-20T07:17:20.812Z,0.528063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-65.4120230345434,2020-06-20T07:17:21.016Z,1.31806354849461,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-70.4480123533813,2020-06-20T07:17:21.212Z,-0.231936451505388,downdraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-62.0280352415866,2020-06-20T07:17:21.412Z,0.188063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-54.2380024971935,2020-06-20T07:17:21.614Z,0.168063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-49.9720254950171,2020-06-20T07:17:21.812Z,0.238063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-55.7160194105782,2020-06-20T07:17:22.013Z,0.0880635484946117,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-48.0430212940864,2020-06-20T07:17:22.213Z,0.488063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-53.5380192675257,2020-06-20T07:17:22.413Z,-0.0619364515053883,downdraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-79.5800177511937,2020-06-20T07:17:22.612Z,0.0980635484946117,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-163.478034111451,2020-06-20T07:17:22.814Z,0.458063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-156.996075200579,2020-06-20T07:17:23.012Z,0.0680635484946117,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-188.997008371787,2020-06-20T07:17:23.213Z,0.578063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-151.797017908541,2020-06-20T07:17:23.413Z,0.838063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-150.816022481411,2020-06-20T07:17:23.614Z,0.858063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-180.800020564526,2020-06-20T07:17:23.813Z,0.408063548494612,updraft,29,"(950,1.07e+03]","(950,1.07e+03]"
-180.871020245044,2020-06-20T07:17:24.013Z,0.328063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-184.921021437138,2020-06-20T07:17:24.213Z,0.328063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-183.056023702116,2020-06-20T07:17:24.413Z,0.138063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-184.7081134332,2020-06-20T07:17:24.614Z,0.398063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-226.051021801917,2020-06-20T07:17:24.813Z,0.618063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-203.827020531146,2020-06-20T07:17:25.013Z,0.488063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-208.433033930285,2020-06-20T07:17:25.213Z,0.358063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-225.199002506686,2020-06-20T07:17:25.413Z,0.738063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-208.757999350071,2020-06-20T07:17:25.614Z,0.748063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-260.952023396936,2020-06-20T07:17:25.816Z,0.578063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-200.713968055168,2020-06-20T07:17:26.015Z,0.708063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-143.454995640224,2020-06-20T07:17:26.213Z,-0.211936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-68.4850221047127,2020-06-20T07:17:26.413Z,0.0880635484946117,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-34.7650212440185,2020-06-20T07:17:26.613Z,0.0380635484946117,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-50.3220213226978,2020-06-20T07:17:26.813Z,0.00806354849461171,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-177.016013688528,2020-06-20T07:17:27.014Z,-0.481936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-196.206017741648,2020-06-20T07:17:27.213Z,-0.621936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-192.120014832939,2020-06-20T07:17:27.413Z,0.0680635484946117,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-134.34101658056,2020-06-20T07:17:27.613Z,0.588063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-180.067994796285,2020-06-20T07:17:27.814Z,0.528063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-112.44401359316,2020-06-20T07:17:28.016Z,0.788063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-110.1640216994,2020-06-20T07:17:28.213Z,0.698063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-112.35202589557,2020-06-20T07:17:28.413Z,0.368063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-148.680020850628,2020-06-20T07:17:28.613Z,0.758063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-153.376013278466,2020-06-20T07:17:28.814Z,0.718063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-160.792018266167,2020-06-20T07:17:29.013Z,0.888063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-145.390015071356,2020-06-20T07:17:29.217Z,0.658063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-170.047021484823,2020-06-20T07:17:29.413Z,0.328063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-175.997008865344,2020-06-20T07:17:29.617Z,0.268063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-123.998028103311,2020-06-20T07:17:29.813Z,0.238063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-149.793015333617,2020-06-20T07:17:30.013Z,-0.681936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-141.23503044937,2020-06-20T07:17:30.213Z,-0.511936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-153.455024250481,2020-06-20T07:17:30.413Z,-0.651936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-112.767019427272,2020-06-20T07:17:30.613Z,-0.0519364515053883,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-144.304023368326,2020-06-20T07:17:30.813Z,0.398063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-91.5910045094042,2020-06-20T07:17:31.013Z,0.168063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-23.5980078234243,2020-06-20T07:17:31.213Z,0.0880635484946117,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
11.2839710526696,2020-06-20T07:17:31.413Z,-0.321936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-17.7000217566183,2020-06-20T07:17:31.616Z,-0.791936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-2.06502553554856,2020-06-20T07:17:31.813Z,-1.23193645150539,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
58.8399718156088,2020-06-20T07:17:32.014Z,-1.39193645150539,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
64.8710044074596,2020-06-20T07:17:32.215Z,-1.11193645150539,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
3.54300998645886,2020-06-20T07:17:32.419Z,-1.57193645150539,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-36.8760218615225,2020-06-20T07:17:32.616Z,-1.31193645150539,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-13.4999836097013,2020-06-20T07:17:32.814Z,-1.45193645150539,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-50.6050199589427,2020-06-20T07:17:33.017Z,-0.531936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-36.2040355276895,2020-06-20T07:17:33.215Z,-0.491936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-27.320116399349,2020-06-20T07:17:33.416Z,-0.241936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-24.2219562345181,2020-06-20T07:17:33.614Z,-0.731936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-42.9960148997088,2020-06-20T07:17:33.814Z,-0.451936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-19.5260344309627,2020-06-20T07:17:34.014Z,-0.811936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-55.3430117573353,2020-06-20T07:17:34.213Z,-0.351936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-44.5042644097448,2020-06-20T07:17:34.416Z,-0.121936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
21.8518613898359,2020-06-20T07:17:34.614Z,-0.581936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-71.3540203880966,2020-06-20T07:17:34.815Z,-1.01193645150539,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-56.5040259909383,2020-06-20T07:17:35.015Z,-0.911936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
23.2159253716254,2020-06-20T07:17:35.215Z,-0.711936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
54.255001975589,2020-06-20T07:17:35.419Z,-0.371936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
46.9879674478052,2020-06-20T07:17:35.614Z,-0.261936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
15.6759893155249,2020-06-20T07:17:35.814Z,-0.631936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
35.3119671425993,2020-06-20T07:17:36.014Z,-0.611936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
46.1320420061038,2020-06-20T07:17:36.228Z,-1.05193645150539,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-30.1790277790788,2020-06-20T07:17:36.415Z,-0.781936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-44.5379159513723,2020-06-20T07:17:36.614Z,-0.841936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
38.6509801960274,2020-06-20T07:17:36.815Z,-0.871936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
5.35595541239491,2020-06-20T07:17:37.015Z,-0.611936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-82.6640097784584,2020-06-20T07:17:37.214Z,-0.801936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-35.097022676915,2020-06-20T07:17:37.413Z,-0.531936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-52.8940181469661,2020-06-20T07:17:37.613Z,-0.391936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-70.2460066742824,2020-06-20T07:17:37.817Z,-0.541936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
33.991980255636,2020-06-20T07:17:38.016Z,-0.341936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
1.47003642710479,2020-06-20T07:17:38.214Z,-0.141936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-95.8740071558514,2020-06-20T07:17:38.415Z,0.0880635484946117,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-116.839930585484,2020-06-20T07:17:38.614Z,-0.151936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-93.2800258574116,2020-06-20T07:17:38.817Z,-0.211936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-117.369074986002,2020-06-20T07:17:39.015Z,-0.391936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-115.862021365612,2020-06-20T07:17:39.214Z,-0.811936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-107.479023010703,2020-06-20T07:17:39.415Z,-0.461936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-112.450003756043,2020-06-20T07:17:39.614Z,-0.281936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-153.356024770226,2020-06-20T07:17:39.816Z,-0.161936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-183.242008490997,2020-06-20T07:17:40.014Z,0.0680635484946117,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-204.174011447389,2020-06-20T07:17:40.214Z,0.178063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-219.066022033185,2020-06-20T07:17:40.414Z,0.0180635484946117,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-222.294018385384,2020-06-20T07:17:40.615Z,-0.431936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-230.235981664207,2020-06-20T07:17:40.814Z,0.0480635484946117,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-275.822024226638,2020-06-20T07:17:41.014Z,0.438063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-234.644018361534,2020-06-20T07:17:41.216Z,0.318063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-217.866022033186,2020-06-20T07:17:41.414Z,0.328063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-234.649041500032,2020-06-20T07:17:41.615Z,0.388063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-222.439016966797,2020-06-20T07:17:41.815Z,0.498063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-227.34002246234,2020-06-20T07:17:42.014Z,0.808063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-221.222017074073,2020-06-20T07:17:42.214Z,1.06806354849461,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-234.784029805638,2020-06-20T07:17:42.414Z,0.568063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-252.852002654548,2020-06-20T07:17:42.614Z,0.778063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-221.342007685174,2020-06-20T07:17:42.814Z,1.06806354849461,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-239.086051597118,2020-06-20T07:17:43.014Z,1.10806354849461,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-201.664118497434,2020-06-20T07:17:43.215Z,1.06806354849461,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-142.01197010557,2020-06-20T07:17:43.414Z,1.24806354849461,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-196.98602183768,2020-06-20T07:17:43.613Z,1.32806354849461,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-183.971995931155,2020-06-20T07:17:43.814Z,1.32806354849461,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-337.790021270246,2020-06-20T07:17:44.014Z,0.968063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-344.226020125836,2020-06-20T07:17:44.214Z,1.50806354849461,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-343.338024512741,2020-06-20T07:17:44.414Z,1.35806354849461,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-324.843983457113,2020-06-20T07:17:44.614Z,0.958063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-297.984003388878,2020-06-20T07:17:44.814Z,1.14806354849461,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-304.298024989579,2020-06-20T07:17:45.014Z,0.908063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-312.479020626513,2020-06-20T07:17:45.215Z,1.12806354849461,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-349.002023272964,2020-06-20T07:17:45.414Z,0.918063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-321.164019649001,2020-06-20T07:17:45.614Z,0.678063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-311.644025895559,2020-06-20T07:17:45.815Z,0.728063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-312.552007060485,2020-06-20T07:17:46.016Z,0.848063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-281.632013974629,2020-06-20T07:17:46.214Z,0.658063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-162.961973681851,2020-06-20T07:17:46.414Z,0.638063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-292.465727438841,2020-06-20T07:17:46.614Z,0.318063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-153.906094745978,2020-06-20T07:17:46.814Z,-0.361936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-72.8220123056963,2020-06-20T07:17:47.014Z,0.248063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-66.6140147852548,2020-06-20T07:17:47.215Z,-0.251936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-80.8360170263913,2020-06-20T07:17:47.414Z,0.298063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-115.975942229832,2020-06-20T07:17:47.614Z,0.188063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-47.6180211414994,2020-06-20T07:17:47.814Z,-0.161936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-60.3490883374543,2020-06-20T07:17:48.015Z,0.138063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-150.460009110886,2020-06-20T07:17:48.214Z,0.208063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-170.544008824783,2020-06-20T07:17:48.414Z,0.288063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-183.514031450704,2020-06-20T07:17:48.614Z,-0.391936451505388,downdraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-187.376033544017,2020-06-20T07:17:48.814Z,0.318063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-174.880019601313,2020-06-20T07:17:49.014Z,0.0580635484946117,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-164.408029042697,2020-06-20T07:17:49.214Z,0.498063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
-144.607988511501,2020-06-20T07:17:49.414Z,0.178063548494612,updraft,30,"(950,1.07e+03]","(950,1.07e+03]"
